team,opponent,matches,wins,draws,losses,gf,ga,home_matches,gd,win_rate,draw_rate,loss_rate,points,points_per_match
鹿島アントラーズ,"京都サンガF.C. 2 (5) Result (3) 2 柏レイソル 観客:4,052 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y R Y Y Referee: 松村 和彦 1998.10.14 ガンバ大阪",1,1,0,0,3,1,0,2,1.0,0.0,0.0,3,3.0
鹿島アントラーズ,"東京ヴェルディ 1 (4) Result (2) 1 清水エスパルス 観客:10,067 S S S S S S S S S S S S S S S S S S S S S S S S S Y Referee: 塩屋園 文一 1993.06.30 ジェフユナイテッド千葉",1,1,0,0,2,0,0,2,1.0,0.0,0.0,3,3.0
鹿島アントラーズ,"東京ヴェルディ 1 (5) Result (4) 1 横浜フリューゲルス 観客:54,995 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Referee: 菊地 秀夫 1993.06.05 横浜Ｆ・マリノス",1,1,0,0,2,0,0,2,1.0,0.0,0.0,3,3.0
鹿島アントラーズ,"湘南ベルマーレ 2 (4) Result (5) 2 ジェフユナイテッド千葉 観客:12,062 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Referee: 片山 義継 1995.09.23 サンフレッチェ広島",1,1,0,0,2,1,0,1,1.0,0.0,0.0,3,3.0
鹿島アントラーズ,アビスパ福岡 S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Referee: 谷本 涼 2021.09.11 セレッソ大阪 0 Result 2 北海道コンサドーレ札幌,1,0,0,1,0,3,1,-3,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"ガンバ大阪 1 (4) Result (5) 1 ジェフユナイテッド千葉 観客:9,864 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Referee: ゾラン ペトロビッチ 1995.11.25 横浜Ｆ・マリノス",1,0,0,1,0,3,0,-3,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"サンフレッチェ広島 0 (7) Result (6) 0 ジュビロ磐田 観客:8,523 S S S S S S S S S S S S S S S S S S S S S S Referee: ゾラン ペトロビッチ 1994.11.19 ジュビロ磐田",1,0,0,1,2,3,0,-1,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"サンフレッチェ広島 1 (4) Result (3) 1 ガンバ大阪 観客:8,898 S S S S S S S S S S S S S S S S S S S S S S S S S Referee: ゾラン ペトロビッチ 1994.09.21 東京ヴェルディ",1,0,0,1,1,2,0,-1,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"サンフレッチェ広島 3 (5) Result (4) 3 ガンバ大阪 観客:15,129 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Referee: 菊池 光悦 1994.04.27 東京ヴェルディ",1,0,0,1,0,3,0,-3,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"ジュビロ磐田 1 (3) Result (4) 1 浦和レッズ 観客:12,730 S S S S S S S S S S S S S S S S S S S S S S S S S S Referee: 松崎 康弘 1996.03.30 湘南ベルマーレ",1,0,0,1,0,1,0,-1,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"東京ヴェルディ 2 (3) Result (2) 2 ジェフユナイテッド千葉 観客:12,696 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Referee: フアン カルロス クレスピ 1995.07.08 名古屋グランパス",1,0,0,1,0,2,0,-2,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"横浜Ｆ・マリノス 0 (4) Result (5) 0 横浜フリューゲルス 観客:13,817 S S S S S S S S S S S S S S S S S S Y Y Referee: ルッツ フレーリッヒ 1995.05.10 セレッソ大阪 1 (2) Result (3) 1 清水エスパルス 観客:11,497 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y R Y Y Y Y Referee: 梅本 博之 1995.05.10 サンフレッチェ広島",1,0,0,1,0,3,0,-3,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"浦和レッズ 2 (5) Result (3) 2 横浜フリューゲルス 観客:10,354 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y R Y Y Y Referee: フアン カルロス クレスピ 1995.07.22 横浜Ｆ・マリノス",1,0,0,1,0,1,0,-1,0.0,0.0,1.0,0,0.0
鹿島アントラーズ,"鹿島アントラーズ 2 (5) Result (6) 2 セレッソ大阪 観客:47,653 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Y Y Referee: 岡田 正義 1995.11.08 清水エスパルス",1,0,0,1,0,3,0,-3,0.0,0.0,1.0,0,0.0
"鹿島アントラーズ 1 (8) Result (9) 1 サンフレッチェ広島 観客:15,975 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Referee: 岡田 正義 1996.09.28 横浜フリューゲルス",ガンバ大阪,1,1,0,0,3,2,1,1,1.0,0.0,0.0,3,3.0
"鹿島アントラーズ 2 (2) Result (4) 2 ジュビロ磐田 観客:16,153 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y R Y Y Y Y Y Referee: ゾラン ペトロビッチ 1994.08.10 サンフレッチェ広島",名古屋グランパス,1,1,0,0,4,0,1,4,1.0,0.0,0.0,3,3.0
"鹿島アントラーズ 2 (4) Result (3) 2 ジュビロ磐田 観客:15,823 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Referee: ゾラン ペトロビッチ 1996.10.30 横浜フリューゲルス",アビスパ福岡,1,1,0,0,3,1,1,2,1.0,0.0,0.0,3,3.0
"鹿島アントラーズ 2 (4) Result (5) 2 東京ヴェルディ 観客:16,041 S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Y Y Y Y Referee: 菊地 秀夫 1994.08.17 清水エスパルス",湘南ベルマーレ,1,1,0,0,1,0,1,1,1.0,0.0,0.0,3,3.0
"鹿島アントラーズ 2 (5) Result (6) 2 セレッソ大阪 観客:47,653 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Y Y Referee: 岡田 正義 1995.11.08 清水エスパルス",鹿島アントラーズ,1,1,0,0,3,0,1,3,1.0,0.0,0.0,3,3.0
"鹿島アントラーズ 3 (5) Result (4) 3 名古屋グランパス 観客:15,608 S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Y Referee: 砂川 恵一 1994.11.02 東京ヴェルディ",サンフレッチェ広島,1,0,0,1,0,1,1,-1,0.0,0.0,1.0,0,0.0
ＦＣ東京,鹿島アントラーズ,50,13,10,27,65,89,25,-24,0.26,0.2,0.54,49,0.98
ＦＣ東京,横浜Ｆ・マリノス,49,20,10,19,67,66,24,1,0.40816326530612246,0.20408163265306123,0.3877551020408163,70,1.4285714285714286
ＦＣ東京,名古屋グランパス,48,21,12,15,61,50,24,11,0.4375,0.25,0.3125,75,1.5625
ＦＣ東京,ガンバ大阪,48,19,12,17,65,69,24,-4,0.3958333333333333,0.25,0.3541666666666667,69,1.4375
ＦＣ東京,浦和レッズ,48,13,12,23,57,75,24,-18,0.2708333333333333,0.25,0.4791666666666667,51,1.0625
ＦＣ東京,ヴィッセル神戸,46,21,13,12,64,46,23,18,0.45652173913043476,0.2826086956521739,0.2608695652173913,76,1.6521739130434783
ＦＣ東京,サンフレッチェ広島,46,17,11,18,56,59,23,-3,0.3695652173913043,0.2391304347826087,0.391304347826087,62,1.3478260869565217
ＦＣ東京,清水エスパルス,44,22,8,14,63,46,22,17,0.5,0.18181818181818182,0.3181818181818182,74,1.6818181818181819
ＦＣ東京,柏レイソル,43,16,8,19,63,57,22,6,0.37209302325581395,0.18604651162790697,0.4418604651162791,56,1.302325581395349
ＦＣ東京,川崎フロンターレ,41,12,7,22,49,75,20,-26,0.2926829268292683,0.17073170731707318,0.5365853658536586,43,1.048780487804878
ＦＣ東京,セレッソ大阪,38,14,12,12,63,50,19,13,0.3684210526315789,0.3157894736842105,0.3157894736842105,54,1.4210526315789473
ＦＣ東京,ジュビロ磐田,38,12,9,17,43,59,19,-16,0.3157894736842105,0.23684210526315788,0.4473684210526316,45,1.1842105263157894
ＦＣ東京,アルビレックス新潟,32,17,6,9,49,38,16,11,0.53125,0.1875,0.28125,57,1.78125
ＦＣ東京,ベガルタ仙台,26,15,3,8,41,29,13,12,0.5769230769230769,0.11538461538461539,0.3076923076923077,48,1.8461538461538463
ＦＣ東京,サガン鳥栖,26,8,6,12,31,39,13,-8,0.3076923076923077,0.23076923076923078,0.46153846153846156,30,1.1538461538461537
ＦＣ東京,湘南ベルマーレ,24,14,5,5,35,22,12,13,0.5833333333333334,0.20833333333333334,0.20833333333333334,47,1.9583333333333333
ＦＣ東京,北海道コンサドーレ札幌,24,14,4,6,44,27,12,17,0.5833333333333334,0.16666666666666666,0.25,46,1.9166666666666667
ＦＣ東京,大分トリニータ,22,12,5,5,29,15,11,14,0.5454545454545454,0.22727272727272727,0.22727272727272727,41,1.8636363636363635
ＦＣ東京,大宮アルディージャ,22,13,1,8,34,19,11,15,0.5909090909090909,0.045454545454545456,0.36363636363636365,40,1.8181818181818181
ＦＣ東京,京都サンガF.C.,22,9,5,8,25,28,11,-3,0.4090909090909091,0.22727272727272727,0.36363636363636365,32,1.4545454545454546
ＦＣ東京,ジェフユナイテッド千葉,20,6,7,7,35,36,10,-1,0.3,0.35,0.35,25,1.25
ＦＣ東京,東京ヴェルディ,18,7,5,6,23,24,9,-1,0.3888888888888889,0.2777777777777778,0.3333333333333333,26,1.4444444444444444
ＦＣ東京,アビスパ福岡,18,5,3,10,19,22,9,-3,0.2777777777777778,0.16666666666666666,0.5555555555555556,18,1.0
ＦＣ東京,ヴァンフォーレ甲府,14,7,6,1,19,11,7,8,0.5,0.42857142857142855,0.07142857142857142,27,1.9285714285714286
ＦＣ東京,横浜ＦＣ,10,8,0,2,16,5,5,11,0.8,0.0,0.2,24,2.4
ＦＣ東京,モンテディオ山形,6,3,2,1,6,2,3,4,0.5,0.3333333333333333,0.16666666666666666,11,1.8333333333333333
ＦＣ東京,松本山雅ＦＣ,4,3,1,0,5,1,2,4,0.75,0.25,0.0,10,2.5
ＦＣ東京,徳島ヴォルティス,4,2,1,1,5,2,2,3,0.5,0.25,0.25,7,1.75
ＦＣ東京,ＦＣ町田ゼルビア,4,1,0,3,2,6,2,-4,0.25,0.0,0.75,3,0.75
ＦＣ東京,ファジアーノ岡山,2,1,0,1,3,2,1,1,0.5,0.0,0.5,3,1.5
ＦＣ東京,Ｖ・ファーレン長崎,2,1,0,1,5,3,1,2,0.5,0.0,0.5,3,1.5
ＦＣ東京,横浜Ｆ・マリノス S S S S S S S S S S S S S S S S S S S S S S S S S Y Y Referee: 清水 勇人 2021.05.01 アビスパ福岡 2 Result 0 浦和レッズ,1,0,0,1,0,3,1,-3,0.0,0.0,1.0,0,0.0
ＦＣ町田ゼルビア,名古屋グランパス,4,4,0,0,7,2,2,5,1.0,0.0,0.0,12,3.0
ＦＣ町田ゼルビア,ガンバ大阪,4,3,1,0,8,3,2,5,0.75,0.25,0.0,10,2.5
ＦＣ町田ゼルビア,セレッソ大阪,4,3,1,0,7,2,2,5,0.75,0.25,0.0,10,2.5
ＦＣ町田ゼルビア,東京ヴェルディ,4,3,0,1,7,1,2,6,0.75,0.0,0.25,9,2.25
ＦＣ町田ゼルビア,ＦＣ東京,4,3,0,1,6,2,2,4,0.75,0.0,0.25,9,2.25
ＦＣ町田ゼルビア,アルビレックス新潟,4,2,1,1,6,3,2,3,0.5,0.25,0.25,7,1.75
ＦＣ町田ゼルビア,京都サンガF.C.,4,2,1,1,6,3,2,3,0.5,0.25,0.25,7,1.75
ＦＣ町田ゼルビア,柏レイソル,4,2,1,1,6,2,2,4,0.5,0.25,0.25,7,1.75
ＦＣ町田ゼルビア,アビスパ福岡,4,1,3,0,5,2,2,3,0.25,0.75,0.0,6,1.5
ＦＣ町田ゼルビア,鹿島アントラーズ,4,2,0,2,4,5,2,-1,0.5,0.0,0.5,6,1.5
ＦＣ町田ゼルビア,浦和レッズ,4,1,2,1,4,5,2,-1,0.25,0.5,0.25,5,1.25
ＦＣ町田ゼルビア,ヴィッセル神戸,4,1,1,2,3,3,2,0,0.25,0.25,0.5,4,1.0
ＦＣ町田ゼルビア,川崎フロンターレ,4,1,1,2,7,11,2,-4,0.25,0.25,0.5,4,1.0
ＦＣ町田ゼルビア,横浜Ｆ・マリノス,4,1,1,2,4,6,2,-2,0.25,0.25,0.5,4,1.0
ＦＣ町田ゼルビア,湘南ベルマーレ,4,1,1,2,2,3,2,-1,0.25,0.25,0.5,4,1.0
ＦＣ町田ゼルビア,サンフレッチェ広島,4,0,0,4,3,8,2,-5,0.0,0.0,1.0,0,0.0
ＦＣ町田ゼルビア,ファジアーノ岡山,2,1,1,0,3,2,1,1,0.5,0.5,0.0,4,2.0
ＦＣ町田ゼルビア,北海道コンサドーレ札幌,2,1,1,0,2,1,1,1,0.5,0.5,0.0,4,2.0
ＦＣ町田ゼルビア,横浜ＦＣ,2,1,1,0,3,1,1,2,0.5,0.5,0.0,4,2.0
ＦＣ町田ゼルビア,清水エスパルス,2,1,1,0,5,2,1,3,0.5,0.5,0.0,4,2.0
ＦＣ町田ゼルビア,サガン鳥栖,2,1,0,1,4,3,1,1,0.5,0.0,0.5,3,1.5
ＦＣ町田ゼルビア,ジュビロ磐田,2,1,0,1,4,2,1,2,0.5,0.0,0.5,3,1.5
Ｖ・ファーレン長崎,名古屋グランパス,2,2,0,0,7,3,1,4,1.0,0.0,0.0,6,3.0
Ｖ・ファーレン長崎,ジュビロ磐田,2,1,1,0,2,1,1,1,0.5,0.5,0.0,4,2.0
Ｖ・ファーレン長崎,清水エスパルス,2,1,1,0,5,4,1,1,0.5,0.5,0.0,4,2.0
Ｖ・ファーレン長崎,ガンバ大阪,2,1,0,1,4,2,1,2,0.5,0.0,0.5,3,1.5
Ｖ・ファーレン長崎,ベガルタ仙台,2,1,0,1,1,1,1,0,0.5,0.0,0.5,3,1.5
Ｖ・ファーレン長崎,柏レイソル,2,1,0,1,2,5,1,-3,0.5,0.0,0.5,3,1.5
Ｖ・ファーレン長崎,ＦＣ東京,2,1,0,1,3,5,1,-2,0.5,0.0,0.5,3,1.5
Ｖ・ファーレン長崎,浦和レッズ,2,0,2,0,1,1,1,0,0.0,1.0,0.0,2,1.0
Ｖ・ファーレン長崎,サガン鳥栖,2,0,1,1,2,3,1,-1,0.0,0.5,0.5,1,0.5
Ｖ・ファーレン長崎,ヴィッセル神戸,2,0,1,1,1,2,1,-1,0.0,0.5,0.5,1,0.5
Ｖ・ファーレン長崎,サンフレッチェ広島,2,0,0,2,0,4,1,-4,0.0,0.0,1.0,0,0.0
Ｖ・ファーレン長崎,セレッソ大阪,2,0,0,2,1,5,1,-4,0.0,0.0,1.0,0,0.0
Ｖ・ファーレン長崎,北海道コンサドーレ札幌,2,0,0,2,3,5,1,-2,0.0,0.0,1.0,0,0.0
Ｖ・ファーレン長崎,川崎フロンターレ,2,0,0,2,1,3,1,-2,0.0,0.0,1.0,0,0.0
Ｖ・ファーレン長崎,横浜Ｆ・マリノス,2,0,0,2,2,6,1,-4,0.0,0.0,1.0,0,0.0
Ｖ・ファーレン長崎,湘南ベルマーレ,2,0,0,2,2,5,1,-3,0.0,0.0,1.0,0,0.0
Ｖ・ファーレン長崎,鹿島アントラーズ,2,0,0,2,2,4,1,-2,0.0,0.0,1.0,0,0.0
